index,neg,neu,pos,compound
2802,0.39,0.355,0.255,-0.8423
2803,0.345,0.655,0.0,-0.274
2804,0.0,0.821,0.179,0.6761
2805,0.287,0.502,0.211,-0.3489
2806,0.798,0.202,0.0,-0.836
2807,0.347,0.595,0.058,-0.9338
2808,0.0,0.828,0.172,0.7003
2809,0.0,0.256,0.744,0.4404
2810,0.114,0.727,0.159,0.1477
2811,0.069,0.751,0.18,0.552
2812,0.041,0.613,0.346,0.9246
2813,0.122,0.745,0.133,0.0516
2814,0.0,0.934,0.066,0.3578
2815,0.0,1.0,0.0,0.0
2816,0.175,0.783,0.042,-0.8404
2817,0.167,0.833,0.0,-0.7184
2818,0.0,0.452,0.548,0.8979
2819,0.148,0.644,0.208,0.2975
2820,0.247,0.449,0.303,0.0
2821,0.42,0.58,0.0,-0.4404
2822,0.304,0.607,0.089,-0.7189
2823,0.0,0.741,0.259,0.2732
2824,0.407,0.503,0.09,-0.9733
2825,0.0,1.0,0.0,0.0
2826,0.174,0.772,0.054,-0.807
2827,0.151,0.753,0.096,-0.3818
2828,0.145,0.745,0.11,-0.4215
2829,0.156,0.734,0.11,-0.25
2830,0.32,0.68,0.0,-0.765
2831,0.089,0.579,0.332,0.743
2832,0.157,0.667,0.175,0.0547
2833,0.039,0.921,0.039,-0.0
2834,0.595,0.405,0.0,-0.6597
2835,0.164,0.545,0.291,0.3612
2836,0.0,0.734,0.266,0.765
2837,0.071,0.813,0.116,0.3167
2838,0.0,1.0,0.0,0.0
2839,0.0,0.884,0.116,0.4404
2840,0.0,0.771,0.229,0.9
2841,0.0,1.0,0.0,0.0
2842,0.273,0.727,0.0,-0.7847
2843,0.0,0.843,0.157,0.6588
2844,0.157,0.843,0.0,-0.4215
2845,0.312,0.603,0.085,-0.7496
2846,0.25,0.682,0.068,-0.9253
2847,0.23,0.631,0.139,-0.6808
2848,0.157,0.843,0.0,-0.8402
2849,0.349,0.467,0.184,-0.743
2850,0.282,0.718,0.0,-0.6249
2851,0.0,0.881,0.119,0.7149
2852,0.468,0.532,0.0,-0.6597
2853,0.253,0.679,0.068,-0.836
2854,0.338,0.662,0.0,-0.7283
2855,0.104,0.777,0.119,0.0772
2856,0.0,0.962,0.038,0.1531
2857,0.0,1.0,0.0,0.0
2858,0.174,0.632,0.194,0.34
2859,0.047,0.897,0.056,0.1027
2860,0.136,0.726,0.138,0.0258
2861,0.195,0.805,0.0,-0.743
2862,0.182,0.749,0.069,-0.7096
2863,0.049,0.899,0.052,0.0258
2864,0.255,0.568,0.177,-0.1685
2865,0.297,0.552,0.151,-0.8143
2866,0.13,0.87,0.0,-0.4019
2867,0.093,0.595,0.312,0.63
2868,0.107,0.846,0.047,-0.5719
2869,0.0,0.581,0.419,0.802
2870,0.0,0.834,0.166,0.8611
2871,0.135,0.641,0.224,0.5423
2872,0.238,0.611,0.151,-0.7412
2873,0.103,0.849,0.048,-0.34
2874,0.283,0.511,0.206,-0.527
2875,0.0,1.0,0.0,0.0
2876,0.076,0.924,0.0,-0.3506
2877,0.148,0.852,0.0,-0.6124
2878,0.198,0.747,0.055,-0.7845
2879,0.326,0.674,0.0,-0.743
2880,0.203,0.549,0.247,-0.0516
2881,0.444,0.556,0.0,-0.8625
2882,0.0,0.862,0.138,0.3724
2883,0.286,0.714,0.0,-0.5574
2884,0.169,0.716,0.115,-0.5086
2885,0.308,0.692,0.0,-0.8908
2886,0.216,0.721,0.063,-0.7609
2887,0.223,0.547,0.23,-0.1952
2888,0.217,0.738,0.045,-0.871
2889,0.281,0.719,0.0,-0.8555
2890,0.09,0.772,0.138,0.4019
2891,0.657,0.343,0.0,-0.91
2892,0.328,0.672,0.0,-0.7446
2893,0.481,0.519,0.0,-0.9413
2894,0.0,0.872,0.128,0.2263
2895,0.0,0.339,0.661,0.5994
2896,0.0,0.588,0.412,0.8277
2897,0.269,0.64,0.091,-0.743
2898,0.0,1.0,0.0,0.0
2899,0.116,0.622,0.262,0.6597
2900,0.097,0.588,0.316,0.6386
2901,0.372,0.628,0.0,-0.7964
2902,0.097,0.667,0.237,0.7893
2903,0.0,1.0,0.0,0.0
2904,0.171,0.752,0.077,-0.6671
2905,0.0,0.895,0.105,0.0762
2906,0.243,0.706,0.051,-0.8316
2907,0.134,0.615,0.251,0.2732
2908,0.0,0.814,0.186,0.6167
2909,0.0,0.682,0.318,0.6369
2910,0.125,0.544,0.331,0.5829
2911,0.218,0.679,0.103,-0.5562
2912,0.556,0.351,0.094,-0.9501
2913,0.0,0.234,0.766,0.7603
2914,0.232,0.63,0.138,-0.3658
2915,0.323,0.677,0.0,-0.6486
2916,0.0,1.0,0.0,0.0
2917,0.0,0.758,0.242,0.3724
2918,0.0,0.438,0.562,0.9336
2919,0.0,1.0,0.0,0.0
2920,0.301,0.699,0.0,-0.9334
2921,0.275,0.541,0.183,-0.6458
2922,0.0,1.0,0.0,0.0
2923,0.14,0.617,0.244,0.296
2924,0.0,1.0,0.0,0.0
2925,0.267,0.733,0.0,-0.7351
2926,0.16,0.64,0.2,0.0196
2927,0.0,0.667,0.333,0.541
2928,0.0,0.884,0.116,0.2732
2929,0.096,0.789,0.114,0.2023
2930,0.322,0.55,0.128,-0.6402
2931,0.0,1.0,0.0,0.0
2932,0.277,0.635,0.088,-0.6553
2933,0.271,0.729,0.0,-0.6229
2934,0.0,0.479,0.521,0.9329
2935,0.244,0.756,0.0,-0.7003
2936,0.0,0.365,0.635,0.7876
2937,0.056,0.725,0.219,0.8779
2938,0.187,0.761,0.052,-0.7351
2939,0.114,0.802,0.084,-0.296
2940,0.313,0.658,0.029,-0.9665
2941,0.502,0.498,0.0,-0.8434
2942,0.108,0.892,0.0,-0.5423
2943,0.0,0.65,0.35,0.5927
2944,0.209,0.791,0.0,-0.4404
2945,0.0,1.0,0.0,0.0
2946,0.319,0.681,0.0,-0.6901
2947,0.149,0.744,0.107,-0.5106
2948,0.161,0.724,0.115,-0.3182
2949,0.127,0.794,0.079,-0.504
2950,0.204,0.716,0.08,-0.7264
2951,0.0,0.822,0.178,0.0772
2952,0.085,0.851,0.064,-0.228
2953,0.538,0.462,0.0,-0.5423
2954,0.0,0.923,0.077,0.1258
2955,0.0,1.0,0.0,0.0
2956,0.232,0.656,0.112,-0.6899
2957,0.154,0.574,0.272,0.6705
2958,0.136,0.864,0.0,-0.4871
2959,0.185,0.642,0.172,-0.1804
2960,0.402,0.598,0.0,-0.6908
2961,0.087,0.826,0.087,0.0094
2962,0.11,0.834,0.056,-0.3887
2963,0.25,0.75,0.0,-0.9136
2964,0.378,0.622,0.0,-0.9109
2965,0.0,0.84,0.16,0.765
2966,0.0,0.804,0.196,0.8042
2967,0.239,0.761,0.0,-0.296
2968,0.0,1.0,0.0,0.0
2969,0.271,0.609,0.119,-0.9259
2970,0.0,0.714,0.286,0.4215
2971,0.206,0.794,0.0,-0.886
2972,0.235,0.765,0.0,-0.8364
2973,0.308,0.692,0.0,-0.6124
2974,0.0,0.878,0.122,0.4199
2975,0.136,0.864,0.0,-0.7599
2976,0.0,1.0,0.0,0.0
2977,0.0,1.0,0.0,0.0
2978,0.228,0.613,0.159,-0.5423
2979,0.0,1.0,0.0,0.0
2980,0.188,0.812,0.0,-0.6597
2981,0.623,0.377,0.0,-0.9349
2982,0.166,0.717,0.117,-0.3182
2983,0.0,1.0,0.0,0.0
2984,0.263,0.737,0.0,-0.7759
2985,0.183,0.693,0.124,-0.296
2986,0.322,0.568,0.11,-0.6808
2987,0.0,1.0,0.0,0.0
2988,0.32,0.562,0.118,-0.7783
2989,0.439,0.561,0.0,-0.6908
2990,0.528,0.397,0.075,-0.9246
2991,0.207,0.793,0.0,-0.6908
2992,0.0,1.0,0.0,0.0
2993,0.54,0.46,0.0,-0.9442
2994,0.301,0.513,0.186,-0.4215
2995,0.0,1.0,0.0,0.0
2996,0.552,0.448,0.0,-0.9623
2997,0.285,0.715,0.0,-0.5562
2998,0.289,0.355,0.356,0.3239
2999,0.4,0.6,0.0,-0.9186
3000,0.0,1.0,0.0,0.0
3001,0.155,0.845,0.0,-0.296
3002,0.117,0.554,0.329,0.5897
3003,0.636,0.364,0.0,-0.5423
3004,0.18,0.674,0.146,0.0258
3005,0.245,0.691,0.064,-0.7947
3006,0.095,0.905,0.0,-0.2462
3007,0.298,0.526,0.176,-0.8103
3008,0.0,1.0,0.0,0.0
3009,0.0,1.0,0.0,0.0
3010,0.402,0.598,0.0,-0.886
3011,0.2,0.8,0.0,-0.5423
3012,0.364,0.636,0.0,-0.6124
3013,0.61,0.39,0.0,-0.6908
3014,0.0,0.685,0.315,0.8674
3015,0.0,0.801,0.199,0.8934
3016,0.295,0.644,0.062,-0.886
3017,0.077,0.77,0.153,0.3595
3018,0.0,0.9,0.1,0.4404
3019,0.208,0.705,0.087,-0.5574
3020,0.249,0.525,0.226,-0.1154
3021,0.339,0.496,0.165,-0.8689
3022,0.335,0.565,0.101,-0.7003
3023,0.047,0.83,0.123,0.5218
3024,0.0,1.0,0.0,0.0
3025,0.0,1.0,0.0,0.0
3026,0.417,0.583,0.0,-0.6124
3027,0.171,0.488,0.341,0.4754
3028,0.37,0.63,0.0,-0.8126
3029,0.209,0.791,0.0,-0.6476
3030,0.481,0.519,0.0,-0.9009
3031,0.359,0.549,0.092,-0.743
3032,0.091,0.783,0.126,0.2023
3033,0.119,0.686,0.195,0.2732
3034,0.342,0.658,0.0,-0.9171
3035,0.452,0.548,0.0,-0.5106
3036,0.0,1.0,0.0,0.0
3037,0.17,0.83,0.0,-0.3089
3038,0.0,0.736,0.264,0.4973
3039,0.266,0.681,0.053,-0.875
3040,0.076,0.924,0.0,-0.1027
3041,0.0,1.0,0.0,0.0
3042,0.0,0.684,0.316,0.7501
3043,0.0,0.886,0.114,0.4019
3044,0.143,0.696,0.161,-0.3094
3045,0.585,0.415,0.0,-0.9136
3046,0.655,0.345,0.0,-0.6908
3047,0.347,0.497,0.157,-0.899
3048,0.143,0.788,0.069,-0.4767
3049,0.231,0.769,0.0,-0.5574
3050,0.0,1.0,0.0,0.0
3051,0.0,0.809,0.191,0.5106
3052,0.268,0.673,0.059,-0.8866
3053,0.091,0.859,0.05,-0.5242
3054,0.268,0.653,0.079,-0.923
3055,0.092,0.822,0.086,-0.3063
3056,0.147,0.752,0.101,-0.2837
3057,0.186,0.732,0.082,-0.5267
3058,0.148,0.74,0.112,-0.3818
3059,0.502,0.498,0.0,-0.9022
3060,0.411,0.589,0.0,-0.8772
3061,0.511,0.489,0.0,-0.886
3062,0.427,0.573,0.0,-0.7717
3063,0.285,0.569,0.146,-0.6868
3064,0.056,0.944,0.0,-0.3164
3065,0.196,0.804,0.0,-0.7269
3066,0.167,0.833,0.0,-0.34
3067,0.281,0.496,0.223,-0.1779
3068,0.0,0.442,0.558,0.8211
3069,0.336,0.664,0.0,-0.7968
3070,0.0,1.0,0.0,0.0
3071,0.0,1.0,0.0,0.0
3072,0.124,0.876,0.0,-0.3412
3073,0.0,1.0,0.0,0.0
3074,0.11,0.68,0.21,0.2732
3075,0.203,0.523,0.275,0.2732
3076,0.28,0.591,0.13,-0.5859
3077,0.32,0.68,0.0,-0.5106
3078,0.0,1.0,0.0,0.0
3079,0.0,1.0,0.0,0.0
3080,0.393,0.607,0.0,-0.5965
3081,0.0,0.488,0.512,0.6369
3082,0.082,0.918,0.0,-0.1531
3083,0.114,0.886,0.0,-0.7105
3084,0.181,0.819,0.0,-0.4767
3085,0.318,0.682,0.0,-0.7297
3086,0.25,0.75,0.0,-0.4588
3087,0.0,1.0,0.0,0.0
3088,0.17,0.65,0.18,0.0516
3089,0.159,0.841,0.0,-0.5267
3090,0.0,1.0,0.0,0.0
3091,0.0,0.732,0.268,0.5267
3092,0.0,0.545,0.455,0.3612
3093,0.18,0.74,0.08,-0.4767
3094,0.0,0.69,0.31,0.2023
3095,0.381,0.619,0.0,-0.8402
3096,0.266,0.67,0.065,-0.8126
3097,0.0,0.763,0.237,0.7096
3098,0.0,1.0,0.0,0.0
3099,0.198,0.802,0.0,-0.5719
3100,0.0,0.743,0.257,0.5903
3101,0.079,0.791,0.13,0.2732
3102,0.0,1.0,0.0,0.0
3103,0.15,0.643,0.207,0.2023
3104,0.0,0.82,0.18,0.7319
3105,0.294,0.444,0.261,-0.1531
3106,0.381,0.206,0.412,-0.1779
3107,0.222,0.716,0.061,-0.8608
3108,0.071,0.63,0.299,0.823
3109,0.63,0.37,0.0,-0.8595
3110,0.381,0.619,0.0,-0.5719
3111,0.323,0.677,0.0,-0.7351
